# To display the perf.data header info, please use --header/--header-only options.
#
#
# Total Lost Samples: 0
#
# Samples: 151K of event 'cycles'
# Event count (approx.): 553633736228
#
# Children      Self  Symbol                                          IPC   [IPC Coverage]
# ........  ........  ..............................................  ....................
#
     0.01%     0.00%  [.] 0xd93fbf04572177f1                          -      -            
     0.01%     0.00%  [.] 0x6be08752e473e3c6                          -      -            
     0.01%     0.00%  [.] 0xe5f6059793b2aff6                          -      -            
     0.01%     0.00%  [.] 0x00000000000000c1                          -      -            
     0.01%     0.00%  [.] RSA_size                                    -      -            
     0.01%     0.00%  [.] 0x22b63489e1b3e7dc                          -      -            
     0.01%     0.00%  [.] 0x0000002000000020                          -      -            
     0.01%     0.00%  [.] 0x971d85651372a979                          -      -            
     0.01%     0.00%  [.] 0xa53e431c8aa709d7                          -      -            
     0.01%     0.00%  [.] 0x900fb852f9049b40                          -      -            
     0.01%     0.00%  [.] 0x4952988c139f012d                          -      -            
     0.01%     0.00%  [.] 0x0000000000003e81                          -      -            
     0.01%     0.01%  [.] BN_is_odd                                   -      -            
     0.01%     0.00%  [.] ERR_clear_last_mark                         -      -            
     0.01%     0.01%  [.] bn_get_bits5                                -      -            
     0.01%     0.00%  [.] evp_md_ctx_clear_digest                     -      -            
     0.01%     0.00%  [.] 0x823f05590ccfe93b                          -      -            
     0.01%     0.00%  [.] 0x4c6791c45ed18e47                          -      -            
     0.01%     0.00%  [.] 0xdfeee708115e4db2                          -      -            
     0.01%     0.00%  [.] 0xd19ea699b26db4a3                          -      -            
     0.01%     0.00%  [.] 0x80cdfd6ee6e5dfa7                          -      -            
     0.01%     0.00%  [.] 0x7f5f2ac0cae8406c                          -      -            
     0.01%     0.00%  [.] 0x91541c0d99a83db4                          -      -            
     0.01%     0.00%  [.] 0x2a22201546b06b8a                          -      -            
     0.01%     0.00%  [.] 0xf6468def33d8cd2c                          -      -            
     0.01%     0.00%  [.] 0x993a9cc20213a7f7                          -      -            
     0.01%     0.01%  [.] ossl_ht_get                                 -      -            
     0.01%     0.00%  [.] 0x7ecf6fbf30af6f81                          -      -            
     0.01%     0.00%  [.] BN_sub                                      -      -            
     0.01%     0.01%  [.] bn_mul_comba8                               -      -            
     0.01%     0.00%  [.] 0xaaf54e7a3e8cc28f                          -      -            
     0.01%     0.00%  [.] 0x1cf46a77fb1a6c99                          -      -            
     0.01%     0.01%  [.] __memcmp_evex_movbe                         -      -            
     0.01%     0.00%  [.] 0xe553ad3af06d299c                          -      -            
     0.01%     0.00%  [.] 0xa2872645d6668ad7                          -      -            
     0.01%     0.00%  [.] 0xda010e28de8f3846                          -      -            
     0.01%     0.00%  [.] 0xd3ca49f21c3b981c                          -      -            
     0.01%     0.00%  [.] 0x6ac76ef05bd4e2aa                          -      -            
     0.01%     0.00%  [.] 0x6d28582af58a86f7                          -      -            
     0.01%     0.00%  [.] 0x3141672eb5ab6d2d                          -      -            
     0.01%     0.00%  [.] 0x0000000000003e01                          -      -            
     0.01%     0.00%  [.] 0x68553c21bd4f0ca7                          -      -            
     0.01%     0.00%  [.] 0x6442ce10787bf52e                          -      -            
     0.01%     0.00%  [.] sha512_internal_final                       -      -            
     0.01%     0.01%  [.] memcpy@plt                                  -      -            
     0.01%     0.00%  [.] 0x53aefe412d8d4803                          -      -            
     0.01%     0.00%  [.] 0xf8c9ae042aaf0fc6                          -      -            
     0.01%     0.00%  [.] 0x2085feb0669c36a3                          -      -            
     0.01%     0.00%  [.] 0x7ca9afc208d5eda7                          -      -            
     0.01%     0.00%  [.] 0xb9866e0be6546f40                          -      -            
     0.01%     0.00%  [.] 0x3e4da296656875ea                          -      -            
     0.01%     0.00%  [.] 0x4a55b192ae53cc48                          -      -            
     0.01%     0.00%  [.] 0x7781e137a5230325                          -      -            
     0.01%     0.00%  [.] 0x6c3b629c6fcdabef                          -      -            
     0.01%     0.00%  [.] 0xaec68061c1427497                          -      -            
     0.01%     0.00%  [.] 0x933f3bac0421ff76                          -      -            
     0.01%     0.00%  [.] 0x3b407b681a8f0d38                          -      -            
     0.01%     0.00%  [.] DSA_size                                    -      -            
     0.01%     0.00%  [.] 0x9a393cee896c251f                          -      -            
     0.01%     0.00%  [.] 0xf29fa81f58af9d99                          -      -            
     0.01%     0.00%  [.] 0xd84e870bcecf4d6e                          -      -            
     0.01%     0.01%  [.] OPENSSL_init_crypto                         -      -            
     0.01%     0.00%  [.] 0x02fe6e7a16779474                          -      -            
     0.01%     0.01%  [.] CRYPTO_ctr128_encrypt_ctr32                 -      -            
     0.01%     0.00%  [.] 0x99c75d1630db9349                          -      -            
     0.01%     0.00%  [.] 0xd56fa0eb12a9a5c5                          -      -            
     0.01%     0.00%  [.] 0x19a123cba6d660e9                          -      -            
     0.01%     0.00%  [.] 0x1c9b7a600b171146                          -      -            
     0.01%     0.01%  [.] ossl_lib_ctx_get_concrete                   -      -            
     0.01%     0.00%  [.] 0x27d37e61e926da0d                          -      -            
     0.01%     0.00%  [.] 0xc3bd22eca3bd7cb8                          -      -            
     0.01%     0.00%  [.] 0x17154ebd67e1dd63                          -      -            
     0.01%     0.00%  [.] 0xd36e333bd71757b0                          -      -            
     0.01%     0.00%  [.] 0x0de67a704bbf4fa4                          -      -            
     0.01%     0.00%  [.] 0x1fcb3353dfb8d29c                          -      -            
     0.01%     0.00%  [.] 0x7eb8087cca016a81                          -      -            
     0.01%     0.00%  [k] syscall_exit_to_user_mode                   -      -            
     0.01%     0.00%  [.] 0x8c10c36dc0fb98ed                          -      -            
     0.01%     0.00%  [.] 0x6b58351a6b1eac60                          -      -            
     0.01%     0.00%  [.] 0xa28aad8bea1a976c                          -      -            
     0.01%     0.00%  [.] 0x1d10536da507272c                          -      -            
     0.01%     0.00%  [.] 0x0000000000000091                          -      -            
     0.01%     0.00%  [.] 0x00000000000001a1                          -      -            
     0.01%     0.00%  [.] 0x4303994a8c69cd69                          -      -            
     0.01%     0.00%  [.] 0x8cac517befa1fb1b                          -      -            
     0.01%     0.00%  [.] 0xb5ca49c08f1cdf33                          -      -            
     0.01%     0.00%  [k] tmigr_handle_remote                         -      -            
     0.01%     0.00%  [.] 0x613d3521f595e8c2                          -      -            
     0.01%     0.00%  [.] 0xad22f31f3720807d                          -      -            
     0.01%     0.00%  [.] 0x694adda6a20656f3                          -      -            
     0.01%     0.00%  [.] 0x4eed26f914100bd9                          -      -            
     0.01%     0.00%  [.] 0x6fdbd5ee89f0e2b9                          -      -            
